Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_fr,SubCategory_fr,Category_pl,SubCategory_pl,Category_de,SubCategory_de,Category_pt,SubCategory_pt,Category_pt-br,SubCategory_pt-br,Category_zh,SubCategory_zh,Category_tw,SubCategory_tw,Category_es,SubCategory_es,Category_ja,SubCategory_ja,Category_no,SubCategory_no,Category_da,SubCategory_da,Category_sv,SubCategory_sv,Category_fi,SubCategory_fi,Category_ru,SubCategory_ru,Category_ua,SubCategory_ua,Category_it,SubCategory_it,Category_nl,SubCategory_nl
DESTRUCTION,CRASH & DEBRIS,DESTRCrsh,DESTR,"Mixed crashes, complex crashes involving more than one material. So a combo huge glass and metal crash.","crash, rupture, implode, smash, break, shatter",DESTRUCTION,CRASH & DÉBRIS,DESTRUKCJA,ROZBICIE I ODŁAMKI,ZERSTÖRUNG,CRASH & TRÜMMER,DESTRUIÇÃO,COLISÃO E ESTILHAÇOS,DESTRUIÇÃO,COLISÃO E ESTILHAÇOS,拆除,碎片,拆除,碎片,DESTRUCCIÓN,CHOQUE Y ESCOMBROS,破壊音,破壊、瓦礫,ØDELEGGELSE,KRÆSJ OG FRAGMENTER,ØDELÆGGELSE,STYRTE OG NEDLAGSRESTER,FÖRSTÖRELSE,KRASCH & BRÅTE,TUHO,MURSKAUS,РАЗРУШЕНИЕ,РАЗБИВАНИЕ И ОСКОЛКИ,РУЙНУВАННЯ,РОЗБИТТЯ ТА УЛАМКИ,DISTRUZIONE,DETRITI,,
DESTRUCTION,COLLAPSE,DESTRClpse,DESTR,"Buildings and large mixed complex collapses, a barn collapse, Godzilla pushing over a building.","collapse, topple, fell, implode",DESTRUCTION,ÉFFONDREMENT,DESTRUKCJA,ZAWALENIE,ZERSTÖRUNG,KOLLABIEREN,DESTRUIÇÃO,COLAPSO,DESTRUIÇÃO,COLAPSO,拆除,倒塌,拆除,倒塌,DESTRUCCIÓN,COLAPSAR,破壊音,倒壊,ØDELEGGELSE,KOLLAPSE,ØDELÆGGELSE,KOLLAPSE,FÖRSTÖRELSE,RAS,TUHO,ROMAHDUS,РАЗРУШЕНИЕ,ОБВАЛ,РУЙНУВАННЯ,ОБВАЛ,DISTRUZIONE,CROLLO,,
DIRT & SAND,MISC,DIRTMisc,DIRT,"Dirt, Sand and Earth sounds not fitting another category in this list.",,TERRE & SABLE,DIVERS,ZIEMIA I PIACH,RÓŻNE,DRECK & SAND,DIV,TERRA E AREIA,DIVERSOS,TERRA E AREIA,DIVERSOS,沙土,其他,砂土,其他,TIERRA Y ARENA,MISCELÁNEA,ダートと砂地,その他,SAND OG JORD,DIVERSE,JORD OG SAND,DIVERSE,JORD OCH SAND,DIVERSE,MAAPERÄ,SEKALAINEN,ГРЯЗЬ И ПЕСОК,РАЗНОЕ,БРУД ТА ПІСОК,РІЗНЕ,TERRA E SABBIA,MISC,,
DIRT & SAND,CRASH & DEBRIS,DIRTCrsh,DIRT,"Dirt or sand settling, as in after an explosion, big sprays of dirt and sand. DUST has its own subcategory.","debris, sand, dirt, trickle, spray, crumble",TERRE & SABLE,CRASH & DÉBRIS,ZIEMIA I PIACH,ROZBICIE I ODŁAMKI,DRECK & SAND,CRASH & TRÜMMER,TERRA E AREIA,COLISÃO E ESTILHAÇOS,TERRA E AREIA,COLISÃO E ESTILHAÇOS,沙土,碎屑,砂土,碎屑,TIERRA Y ARENA,CHOQUE Y ESCOMBROS,ダートと砂地,破壊、瓦礫,SAND OG JORD,KRÆSJ OG FRAGMENTER,JORD OG SAND,STYRTE OG NEDLAGSRESTER,JORD OCH SAND,KRASCH & BRÅTE,MAAPERÄ,IRTOMAA,ГРЯЗЬ И ПЕСОК,РАЗЛЕТАНИЕ,БРУД ТА ПІСОК,РОЗЛІТАННЯ,TERRA E SABBIA,DETRITI,,
DIRT & SAND,DUST,DIRTDust,DIRT,"Settling dust, dust clouds, much lighter sound than DIRT & SAND-DEBRIS","fine, particle, sediment, silt, dust",TERRE & SABLE,POUSSIÈRE,ZIEMIA I PIACH,PYŁ,DRECK & SAND,STAUB,TERRA E AREIA,POEIRA,TERRA E AREIA,POEIRA,沙土,灰尘,砂土,灰塵,TIERRA Y ARENA,POLVO,ダートと砂地,埃,SAND OG JORD,STØV,JORD OG SAND,STØV,JORD OCH SAND,DAMM,MAAPERÄ,PÖLY,ГРЯЗЬ И ПЕСОК,ПЫЛЬ,БРУД ТА ПІСОК,ПИЛ,TERRA E SABBIA,POLVERE,,
DIRT & SAND,IMPACT,DIRTImpt,DIRT,"Big hits and impacts of dirt of sand, dirt clods. Think the huge dirt ball impacts in WHERE THE WILD THINGS ARE.","dump, thud, unload, drop",TERRE & SABLE,IMPACT,ZIEMIA I PIACH,UDERZENIE,DRECK & SAND,EINSCHLAG,TERRA E AREIA,IMPACTO,TERRA E AREIA,IMPACTO,沙土,碰撞,砂土,碰撞,TIERRA Y ARENA,IMPACTO,ダートと砂地,衝撃,SAND OG JORD,SLAG OG TREFF,JORD OG SAND,NEDSLAG,JORD OCH SAND,SMÄLL,MAAPERÄ,ISKU,ГРЯЗЬ И ПЕСОК,УДАР,БРУД ТА ПІСОК,УДАР,TERRA E SABBIA,IMPATTO,,
DIRT & SAND,MOVEMENT,DIRTMvmt,DIRT,"General movement, pouring, flowing of dirt or sand, a big sand pour.","pour, unload, flow, spill",TERRE & SABLE,MOUVEMENT,ZIEMIA I PIACH,PORUSZANIE,DRECK & SAND,BEWEGUNG,TERRA E AREIA,MOVIMENTO,TERRA E AREIA,MOVIMENTO,沙土,移动,砂土,移動,TIERRA Y ARENA,MOVIMIENTO,ダートと砂地,飛び散る,SAND OG JORD,BEVEGELSE,JORD OG SAND,BEVÆGELSE,JORD OCH SAND,RÖRELSE,MAAPERÄ,LIIKE,ГРЯЗЬ И ПЕСОК,ДВИЖЕНИЕ,БРУД ТА ПІСОК,РУХ,TERRA E SABBIA,MOVIMENTO,,
DOORS,MISC,DOORMisc,DOOR,Door sounds not fitting another category in this list.,,PORTES,DIVERS,DRZWI,RÓŻNE,TÜR,DIV,PORTAS,DIVERSOS,PORTAS,DIVERSOS,门,其他,門,其他,PUERTAS,MISCELÁNEA,ドア,その他,DØRER,DIVERSE,DØRE,DIVERSE,DÖRRAR,DIVERSE,OVI,SEKALAINEN,ДВЕРИ,РАЗНОЕ,ДВЕРІ,РІЗНЕ,PORTE,MISC,DEUREN,DIVERSEN
DOORS,ANTIQUE,DOORAntq,DOOR,"Very old sounding doors, as in an old castle or abbey. But massive doors of this type probably to DOOR-DUNGEON.","castle, abby, church, old, ancient, antique",PORTES,ANCIENNE,DRZWI,STARODAWNE,TÜR,ANTIK,PORTAS,ANTIGA,PORTAS,ANTIGA,门,古董,門,古董,PUERTAS,ANTIGUA,ドア,アンティーク,DØRER,GAMMEL,DØRE,ANTIK,DÖRRAR,ANTIK,OVI,ANTIIKKI,ДВЕРИ,СТАРИННЫЕ,ДВЕРІ,СТАРОВИННІ,PORTE,STORICA,DEUREN,
DOORS,APPLIANCE,DOORAppl,DOOR,"Appliance doors such as oven, dishwasher, refrigerator microwave.","oven, microwave, refrigerator, dishwasher, laundry machine, dryer",PORTES,APPAREIL,DRZWI,AGD,TÜR,HAUSHALTSGERÄT,PORTAS,ELETRODOMÉSTICO,PORTAS,ELETRODOMÉSTICO,门,家电,門,家電,PUERTAS,ELECTRODOMÉSTICO,ドア,器具、設備,DØRER,APPARAT,DØRE,APPARAT,DÖRRAR,HUSHÅLLSAPPARAT,OVI,KODINKONE,ДВЕРИ,БЫТОВОЙ ПРИБОР,ДВЕРІ,ПОБУТОВИЙ ПРИЛАД,PORTE,ELETTRODOMESTICO,DEUREN,APPARAAT
DOORS,CABINET,DOORCab,DOOR,"Cabinet doors, such as kitchen cabinet, tool cabinets.","cabinet, kitchen cabinet, tool cabinet",PORTES,MEUBLE,DRZWI,SZAFKA,TÜR,SCHRANK,PORTAS,ARMÁRIO,PORTAS,ARMÁRIO,门,箱柜,門,箱櫃,PUERTAS,ARMARIO,ドア,戸棚,DØRER,SKAP,DØRE,SKAB,DÖRRAR,SKÅP,OVI,KOMERO,ДВЕРИ,ШКАФ,ДВЕРІ,ШАФА,PORTE,SPORTELLO,DEUREN,KAST
DOORS,DUNGEON,DOORDungn,DOOR,"That big old classic wood/metal heavy dungeon, castle type door. Usually a mixed wood and metal very heavy door.","castle, dungeon, large, cellar",PORTES,DONJON,DRZWI,LOCH,TÜR,VERLIESS,PORTAS,MASMORRA,PORTAS,MASMORRA,门,传统大门,門,老式的,PUERTAS,MAZMORRA,ドア,城のゲート,DØRER,FANGEHULL,DØRE,FANGEHUL,DÖRRAR,HÅLA,OVI,TYRMÄ,ДВЕРИ,СРЕДНЕВЕКОВЫЙ ЗАМОК,ДВЕРІ,СЕРЕДНЬОВІЧНИЙ ЗАМОК,PORTE,CELLA,DEUREN,
DOORS,ELECTRIC,DOORElec,DOOR,"Electric doors of all kinds, garage doors, big soundstage doors, sliding store doors.","electric door, garage door, soundstage door, automatic door",PORTES,ÉLECTRIQUE,DRZWI,ELEKTRYCZNE,TÜR,ELEKTRISCH,PORTAS,ELÉTRICA,PORTAS,ELÉTRICA,门,电动门,門,電動,PUERTAS,ELÉCTRICA,ドア,電気,DØRER,ELEKTRISK,DØRE,ELEKTRISK,DÖRRAR,ELEKTRISK,OVI,SÄHKÖ,ДВЕРИ,ЭЛЕКТРИЧЕСКИЕ,ДВЕРІ,ЕЛЕКТРИЧНІ,PORTE,ELETTRICO,DEUREN,ELECTRISCH
DOORS,GATE,DOORGate,DOOR,"Non-motorized gates, metal or wood. So a garden gate, a park gate.","garden gate, fence gate, park gate, rail crossing",PORTES,PORTAIL,DRZWI,BRAMA,TÜR,TOR,PORTAS,PORTÃO,PORTAS,PORTÃO,门,大门,門,大門,PUERTAS,VERJA,ドア,ゲート、門,DØRER,PORT,DØRE,LÅGE,DÖRRAR,GRIND,OVI,PORTTI,ДВЕРИ,ВОРОТА,ДВЕРІ,ВОРОТА,PORTE,CANCELLI,DEUREN,POORT
DOORS,GLASS,DOORGlas,DOOR,"Glass doors, manual shopping store doors, glass home front doors. Most store doors would probably fit here.","glass door, store door, bay door, french door",PORTES,VERRE,DRZWI,SZKLANE,TÜR,GLAS,PORTAS,VIDRO,PORTAS,VIDRO,门,玻璃门,門,玻璃,PUERTAS,CRISTAL,ドア,ガラス,DØRER,GLASS,DØRE,GLAS,DÖRRAR,GLAS,OVI,LASI,ДВЕРИ,СТЕКЛЯННЫЕ,ДВЕРІ,СКЛЯНІ,PORTE,VETRO,DEUREN,GLAS
DOORS,HARDWARE,DOORHdwr,DOOR,"Door knobs, door locks, deadbolts, chain locks, push bars. Lock Picking, Jiggles.","doorknob, deadbolt, push bar, chain lock, hinge, latch, handle, hardware, lock picking, jiggle",PORTES,MATÉRIEL,DRZWI,AKCESORIA,TÜR,BESCHLÄGE,PORTAS,FERRAGEM,PORTAS,FERRAGEM,门,锁具,門,鎖具,PUERTAS,POMO,ドア,ハードウエア,DØRER,BESLAG,DØRE,ISENKRAM,DÖRRAR,BESLAG,OVI,KAHVA & LUKKO,ДВЕРИ,ФУРНИТУРА,ДВЕРІ,ФУРНІТУРА,PORTE,CERNIERE E MANIGLIE,DEUREN,BESLAG
DOORS,HITECH,DOORTech,DOOR,"James bond type doors, something not quite sci-fi but more advanced, Modern lab, or air sealed chamber, vaults.",lab door,PORTES,HIGH TECH,DRZWI,HITECH,TÜR,HI-TECH,PORTAS,HITECH,PORTAS,HITECH,门,高科技,門,高科技,PUERTAS,HI-TECH,ドア,ハイテク,DØRER,HI-TECH,DØRE,HØJTEKNOLOGISK,DÖRRAR,HI-TECH,OVI,HITECH,ДВЕРИ,ВИСОКОТЕХНОЛОГИЧНЫЕ,ДВЕРІ,ВИСОКОТЕХНОЛОГІЧНІ,PORTE,HITECH,DEUREN,
DOORS,HYDRAULIC & PNEUMATIC,DOORHydr,DOOR,"Self closing doors, lots of office and store doors are of this type. Also automatic doors if hydraulic or pneumatic.","door closer, pneumatic, hydraulic, powered hatch",PORTES,HYDRAULIQUE & PNEUMATIQUE,DRZWI,HYDRAULICZNE I PNEUMATYCZNE,TÜR,HYDRAULISCH & PNEUMATISCH,PORTAS,HIDRÁULICA E PNEUMÁTICA,PORTAS,HIDRÁULICA E PNEUMÁTICA,门,液压与气动,門,液壓與氣動,PUERTAS,HIDRÁULICO Y NEUMÁTICO,ドア,油圧システムドア,DØRER,HYDRAULISK,DØRE,HYDRAULISK OG PNEUMATISK,DÖRRAR,HUDRAULISK & PNEUMATISK,OVI,AUTOMAATTI,ДВЕРИ,ГИДРАВЛИЧЕСКИЕ И ПНЕВМАТИЧЕСКИЕ,ДВЕРІ,ГІДРАВЛІЧНІ ТА ПНЕВМАТИЧНІ,PORTE,IDRAULICO E PNEUMATICO,DEUREN,
DOORS,KNOCK,DOORKnck,DOOR,Knocking on various door surfaces.,"knock, rap, knocker, bang, thud, thump",PORTES,TOQUER,DRZWI,PUKANIE,TÜR,KLOPFEN,PORTAS,BATIDA,PORTAS,BATIDA,门,敲门,門,敲門,PUERTAS,GOLPE LLAMADA,ドア,ノック,DØRER,BANKE PÅ,DØRE,BANKE PÅ,DÖRRAR,KNACKA,OVI,KOPUTUS,ДВЕРИ,СТУК,ДВЕРІ,СТУК,PORTE,BUSSATE,DEUREN,KLOPPEN
DOORS,METAL,DOORMetl,DOOR,"Metal doors, like a vault door or heavy door. PRISON doors have their own category, as quite specific sounding.","rollup, vault, safe, hatch",PORTES,MÉTAL,DRZWI,METALOWE,TÜR,METALL,PORTAS,METAL,PORTAS,METAL,门,金属门,門,金屬,PUERTAS,METAL,ドア,メタル、金属,DØRER,METALL,DØRE,METAL,DÖRRAR,METALL,OVI,METALLI,ДВЕРИ,МЕТАЛЛИЧЕСКИЕ,ДВЕРІ,МЕТАЛЕВІ,PORTE,METALLICO,DEUREN,METAAL
DOORS,PLASTIC,DOORPlas,DOOR,Doors made out of plastic.,"porta john, porta let, porta pottie",PORTES,PLASTIQUE,DRZWI,PLASTIKOWE,TÜR,PLASTIK,PORTAS,PLÁSTICA,PORTAS,PLÁSTICA,门,塑料门,門,塑膠,PUERTAS,PLÁSTICO,ドア,プラスティック,DØRER,PLAST,DØRE,PLASTIC,DÖRRAR,PLAST,OVI,MUOVI,ДВЕРИ,ПЛАСТИКОВЫЕ,ДВЕРІ,ПЛАСТИКОВІ,PORTE,PLASTICA,DEUREN,
DOORS,PRISON,DOORPrisn,DOOR,"Big metal jail and prison doors. Sliding prison doors, or swinging jail doors.","jail door, prison door",PORTES,PRISON,DRZWI,WIĘZIENIE,TÜR,GEFÄNGNIS,PORTAS,PRISÃO,PORTAS,PRISÃO,门,牢门,門,牢門,PUERTAS,CÁRCEL,ドア,刑務所,DØRER,FENGSEL,DØRE,FÆNGSEL,DÖRRAR,FÄNGELSE,OVI,VANKILA,ДВЕРИ,ТЮРЬМА,ДВЕРІ,ТЮРЬМА,PORTE,PRIGIONE,DEUREN,
DOORS,REVOLVING,DOORRevl,DOOR,"Classic revolving doors used as entries to hotels, banks, malls.","revolve, rotate, revolving door, hotel, airport, mall",PORTES,TAMBOUR,DRZWI,OBROTOWE,TÜR,DREHTÜR,PORTAS,GIRATÓRIA,PORTAS,GIRATÓRIA,门,旋转门,門,旋轉,PUERTAS,GIRATORIA,ドア,回転,DØRER,KARUSELLDØR,DØRE,SVINGDØR,DÖRRAR,ROTERANDE,OVI,PYÖRÖOVI,ДВЕРИ,ВРАЩАЮЩИЕСЯ,ДВЕРІ,ОБЕРТОВІ,PORTE,GIREVOLE,DEUREN,DRAAIEN
DOORS,SLIDING,DOORSlid,DOOR,"Manual sliding doors, such as a patio door, sliding shower doors. Electric sliding doors to DOORS-ELECTRIC.","sliding glass door, patio door, shower door",PORTES,COULISSANTE,DRZWI,PRZESUWNE,TÜR,SCHIEBETÜR,PORTAS,DE CORRER,PORTAS,DE CORRER,门,推拉门/滑动门,門,推拉滑動,PUERTAS,CORREDERA,ドア,スライド,DØRER,SKYVEDØR,DØRE,SKYDEDØR,DÖRRAR,SKJUTDÖRR,OVI,LIUKUOVI,ДВЕРИ,РАЗДВИЖНЫЕ,ДВЕРІ,РОЗСУВНІ,PORTE,SCORREVOLE,DEUREN,SCHUIVEN
DOORS,STONE,DOORSton,DOOR,"Mostly a fantasy type door, but think Gates of Moria, big tombstone vault doors.","tomb, crypt, temple, mausoleum, secret entrance",PORTES,PIERRE,DRZWI,KAMIENNE,TÜR,STEIN,PORTAS,PEDRA,PORTAS,PEDRA,门,石门,門,石頭,PUERTAS,PIEDRA,ドア,石,DØRER,STEIN,DØRE,STEN,DÖRRAR,STEN,OVI,KIVI,ДВЕРИ,КАМЕННЫЕ,ДВЕРІ,КАМ'ЯНІ,PORTE,PIETRA,DEUREN,STEEN
DOORS,SWINGING,DOORSwng,DOOR,"Swinging doors, like old-west saloon or church pulpit doors, without those doors on swinging springs.","saloon door, traffic door, restaurant door, church pulpit door",PORTES,BATTANTE,DRZWI,WAHADŁOWE,TÜR,SCHWINGTÜR,PORTAS,BALCÃO,PORTAS,BALCÃO,门,双开门,門,雙開,PUERTAS,VAIVÉN,ドア,スイング、揺れる,DØRER,SVINGDØR,DØRE,SVINGDØR,DÖRRAR,SVÄNGDÖRR,OVI,HEILURI,ДВЕРИ,МАЯТНИКОВЫЕ,ДВЕРІ,МАЯТНИКОВІ,PORTE,A BATTENTE,DEUREN,KLAPPEN
DOORS,WOOD,DOORWood,DOOR,"Wood doors, home, school, most general door category probably.","entrance, front door, closet",PORTES,BOIS,DRZWI,DREWNIANE,TÜR,HOLZ,PORTAS,MADEIRA,PORTAS,MADEIRA,门,木门,門,木頭,PUERTAS,MADERA,ドア,木,DØRER,TRE,DØRE,TRÆ,DÖRRAR,TRÄ,OVI,PUU,ДВЕРИ,ДЕРЕВЯННЫЕ,ДВЕРІ,ДЕРЕВ'ЯНІ,PORTE,LEGNO,DEUREN,HOUT
DRAWERS,MISC,DRWRMisc,DRWR,Drawer sounds not fitting another category in this list.,,TIROIRS,DIVERS,SZUFLADY,RÓŻNE,SCHUBLADE,DIV,GAVETAS,DIVERSOS,GAVETAS,DIVERSOS,抽屉,其他,抽屜,其他,CAJONES,MISCELÁNEA,引き出し,その他,SKUFFER,DIVERSE,SKUFFER,DIVERSE,LÅDOR,DIVERSE,VETOLAATIKKO,SEKALAINEN,ВЫДВИЖНЫЕ ЯЩИКИ,РАЗНОЕ,ШУХЛЯДИ,РІЗНЕ,CASSETTI,MISC,LADES,DIVERSEN
DRAWERS,METAL,DRWRMetl,DRWR,Metal drawers like on a toolbox.,"tool box, rack drawer, filing cabinet, cash register, security drawer",TIROIRS,MÉTAL,SZUFLADY,METALOWE,SCHUBLADE,METALL,GAVETAS,METAL,GAVETAS,METAL,抽屉,金属,抽屜,金屬,CAJONES,METAL,引き出し,金属,SKUFFER,METALL,SKUFFER,METAL,LÅDOR,METALL,VETOLAATIKKO,METALLI,ВЫДВИЖНЫЕ ЯЩИКИ,МЕТАЛЛ,ШУХЛЯДИ,МЕТАЛ,CASSETTI,METALLO,LADES,METAAL
DRAWERS,PLASTIC,DRWRPlas,DRWR,"Plastic drawers, maybe on a parts bin.","parts bin, desk organizer",TIROIRS,PLASTIQUE,SZUFLADY,PLASTIKOWE,SCHUBLADE,KUNSTSTOFF,GAVETAS,PLÁSTICO,GAVETAS,PLÁSTICO,抽屉,塑料,抽屜,塑膠,CAJONES,PLÁSTICO,引き出し,プラスティック,SKUFFER,PLAST,SKUFFER,PLASTIC,LÅDOR,PLAST,VETOLAATIKKO,MUOVI,ВЫДВИЖНЫЕ ЯЩИКИ,ПЛАСТИК,ШУХЛЯДИ,ПЛАСТИК,CASSETTI,PLASTICA,LADES,PLASTIC
DRAWERS,WOOD,DRWRWood,DRWR,"Kitchen drawers, bathroom drawers. Most drawers would probably fall into this category.","kitchen drawer, bathroom drawer",TIROIRS,BOIS,SZUFLADY,DREWNIANE,SCHUBLADE,HOLZ,GAVETAS,MADEIRA,GAVETAS,MADEIRA,抽屉,木制,抽屜,木製,CAJONES,MADERA,引き出し,木,SKUFFER,TRE,SKUFFER,TRÆ,LÅDOR,TRÄ,VETOLAATIKKO,PUU,ВЫДВИЖНЫЕ ЯЩИКИ,ДЕРЕВО,ШУХЛЯДИ,ДЕРЕВО,CASSETTI,LEGNO,LADES,HOUT
ELECTRICITY,MISC,ELECMisc,ELEC,Electric sounds not fitting another category in this list.,,ÉLECTRICITÉ,DIVERS,ELEKTRYCZNOŚĆ,RÓŻNE,ELEKTRITZITÄT,DIV,ELETRICIDADE,DIVERSOS,ELETRICIDADE,DIVERSOS,电流,其他,電流,其他,ELECTRICIDAD,MISCELÁNEA,電気、電力,その他,ELEKTRISITET,DIVERSE,ELEKTRICITET,DIVERSE,ELEKTRICITET,DIVERSE,SÄHKÖ,SEKALAINEN,ЭЛЕКТРИЧЕСТВО,РАЗНОЕ,ЕЛЕКТРИКА,РІЗНЕ,ELETTRICITÀ,MISC,,
ELECTRICITY,ARC,ELECArc,ELEC,"A longer movement of electricity, think Jacob's ladder, or a power station switching arc when decoupled.","jacob's ladder, tesla coil, ark, arch, power station, electrocute",ÉLECTRICITÉ,ARC,ELEKTRYCZNOŚĆ,ŁUK,ELEKTRITZITÄT,LICHTBOGEN,ELETRICIDADE,ARCO,ELETRICIDADE,ARCO,电流,电弧,電流,電弧,ELECTRICIDAD,ARCO VOLTAICO,電気、電力,アーク、電弧,ELEKTRISITET,ARC,ELEKTRICITET,LYSBUE,ELEKTRICITET,BÅGE,SÄHKÖ,VALOKAARI,ЭЛЕКТРИЧЕСТВО,ДУГА,ЕЛЕКТРИКА,ДУГА,ELETTRICITÀ,ARCO,,
ELECTRICITY,ELECTROMAGNETIC,ELECEmf,ELEC,Electromagnetic field recordings specifically.,"emf, coil, pickup, induction",ÉLECTRICITÉ,ÉLECTROMAGNÉTIQUE,ELEKTRYCZNOŚĆ,ELEKTROMAGNETYZM,ELEKTRITZITÄT,ELEKTROMAGNETISCH,ELETRICIDADE,ELETROMAGNÉTICO,ELETRICIDADE,ELETROMAGNÉTICO,电流,电磁,電流,電磁,ELECTRICIDAD,ELECTROMAGNETISMO,電気、電力,電磁石,ELEKTRISITET,ELEKTROMAGNETISK,ELEKTRICITET,ELEKTROMAGNETISK,ELEKTRICITET,ELEKTOMAGNETISK,SÄHKÖ,ELEKTROMAGNEETTINEN,ЭЛЕКТРИЧЕСТВО,ЭЛЕКТРОМАГНИТНОЕ ПОЛЕ,ЕЛЕКТРИКА,ЕЛЕКТРОМАГНІТНЕ ПОЛЕ,ELETTRICITÀ,ELETTROMAGNETICO,,
ELECTRICITY,BUZZ & HUM,ELECBuzz,ELEC,"Ground hum, buzzes, steady electrical hums, guitar pickup hum, amp hum. Any steady electric hum or buzz.","ground hum, amp hum, amp buzz, speaker hum, speaker buzz, hum, buzz, induction hum",ÉLECTRICITÉ,BUZZ & HUM,ELEKTRYCZNOŚĆ,BZYCZENIE I BUCZENIE,ELEKTRITZITÄT,BRUMMEN,ELETRICIDADE,BUZZ E HUM,ELETRICIDADE,BUZZ E HUM,电流,电流噪声,電流,電流噪聲,ELECTRICIDAD,ZUMBIDO,電気、電力,ハムノイズ,ELEKTRISITET,BUZZ OG HUM,ELEKTRICITET,SUMME OG BRUMME,ELEKTRICITET,SURR,SÄHKÖ,SURINA & HUMINA,ЭЛЕКТРИЧЕСТВО,ГУДЕНИЕ И ЖУЖЖАНИЕ,ЕЛЕКТРИКА,ГУДІННЯ ТА ДЗИЖЧАННЯ,ELETTRICITÀ,RONZO,,
ELECTRICITY,SPARKS,ELECSprk,ELEC,"Think sparklers, or a downed power line emitting sparks, welding... A singular spark would probably be a ZAP.","sparkler, weld, sputter, shorting",ÉLECTRICITÉ,ÉTINCELLES,ELEKTRYCZNOŚĆ,ISKRZENIE,ELEKTRITZITÄT,FUNKEN,ELETRICIDADE,FAÍSCAS,ELETRICIDADE,FAÍSCAS,电流,电火花,電流,電火花,ELECTRICIDAD,CHISPA,電気、電力,放電,ELEKTRISITET,KNITRING,ELEKTRICITET,GNISTER,ELEKTRICITET,SPRAK,SÄHKÖ,KIPINÄ,ЭЛЕКТРИЧЕСТВО,ИСКРЫ,ЕЛЕКТРИКА,ІСКРИ,ELETTRICITÀ,SCINTILLA,,
ELECTRICITY,ZAP,ELECZap,ELEC,"A short, shocking fast percussive electrical sound. Or a repetition of short fast sounds. A taser is a series of ZAPS.","discharge, tase, taser, electrocute",ÉLECTRICITÉ,ZAP,ELEKTRYCZNOŚĆ,ZWARCIE,ELEKTRITZITÄT,ZAP,ELETRICIDADE,ZAP,ELETRICIDADE,ZAP,电流,漏电,電流,漏電,ELECTRICIDAD,DESCARGA,電気、電力,短い衝撃音,ELEKTRISITET,ZAP,ELEKTRICITET,ZAP,ELEKTRICITET,ZAP,SÄHKÖ,ZAP,ЭЛЕКТРИЧЕСТВО,РАЗРЯД,ЕЛЕКТРИКА,РОЗРЯД,ELETTRICITÀ,FULMINARE,,
EQUIPMENT,MISC,EQUIPMisc,EQUIP,Equipment sounds not fitting another category in this list.,,ÉQUIPEMENT,DIVERS,EKWIPUNEK,RÓŻNE,EQUIPMENT,DIV,EQUIPAMENTO,DIVERSOS,EQUIPAMENTO,DIVERSOS,器具,其他,裝備,其他,EQUIPAMIENTO,MISCELÁNEA,道具、器具,その他,UTSTYR,DIVERSE,UDSTYR,DIVERSE,UTRUSTNING,DIVERSE,VARUSTEET,SEKALAINEN,СНАРЯЖЕНИЕ,РАЗНОЕ,СПОРЯДЖЕННЯ,РІЗНЕ,ATTREZZATURA,MISC,,
EQUIPMENT,BRIDLE & TACK,EQUIPBridle,EQUIP,"Equipment for animals use. Horse bridle, reigns, leashes, harnesses, dog leashes, saddle straps.","bridle, reigns, leash, harness, dog leash, saddle strap",ÉQUIPEMENT,BRIDE & SELLERIE,EKWIPUNEK,JEŹDZIECKI,EQUIPMENT,ZAUMZEUG & SATTEL,EQUIPAMENTO,ADESTRAMENTO ANIMAL,EQUIPAMENTO,ADESTRAMENTO ANIMAL,器具,挽具,裝備,輓具,EQUIPAMIENTO,ARNÉS Y SILLÍN,道具、器具,動物の手綱,UTSTYR,DYR,UDSTYR,HOVEDTØJ OG TACK,UTRUSTNING,HÄSTRELATERAT,VARUSTEET,ELÄIN,СНАРЯЖЕНИЕ,УЗДЕЧКА И УПРЯЖЬ,СПОРЯДЖЕННЯ,ВУЗДЕЧКА ТА УПРЯЖ,ATTREZZATURA,BIRGLIA,,
EQUIPMENT,HITECH,EQUIPTech,EQUIP,"Hi-Tech gear, things like spacesuits, complex suits with lots of gizmos or complex parts.","space suit, utility belt",ÉQUIPEMENT,HIGH TECH,EKWIPUNEK,HITECH,EQUIPMENT,HI-TECH,EQUIPAMENTO,HITECH,EQUIPAMENTO,HITECH,器具,高科技,裝備,高科技,EQUIPAMIENTO,HI-TECH,道具、器具,ハイテク,UTSTYR,HI-TECH,UDSTYR,HØJTEKNOLOGISK,UTRUSTNING,HI-TECH,VARUSTEET,HITECH,СНАРЯЖЕНИЕ,ВИСОКОТЕХНОЛОГИЧНОЕ,СПОРЯДЖЕННЯ,ВИСОКОТЕХНОЛОГІЧНЕ,ATTREZZATURA,HITECH,,
